topic,FREX,DS_RESUMO,document
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",pandemia_covid_19 aumento consultas on line brasil profissionais_saude beneficios esperados possibilidade realizar atendimentos remotos porem alguns desafios enfrentados durante pratica alternativa consultas presenciais sendo assim necessario conhecer percepcao profissionais_saude quanto teleconsultas qualidades desafios visto atendimento on line servico regulamentado brasil atualmente questionario portugues brasil avalie satisfacao profissionais_saude sobre teleconsulta objetivo deste estudo traduzir adaptar transculturalmente validar instrumento health optimum telemedicine acceptance questionnaire lingua portuguesa brasil avaliar percepcao fatores_associados dificuldades tecnicas nutricionistas durante teleconsulta metodos tratase estudo metodologico observacional transversal realizado profissionais_saude realizaram teleconsulta brasil traduzir adaptar transculturalmente instrumento seguida etapas metodologicas 1 traducao 2 sintese traducoes 3 avaliacao comite experts 4 avaliacao instrumento publico alvo 5 traducao reversa back translation 6 estudo piloto apos etapas questionario validado analisando confiabilidade alfa cronbach coeficiente validade conteudo cvc analise_fatorial exploratoria item 6 instrumento relacionado dificuldades tecnicas utilizado variavel dependente analise regressao_linear_multipla resultados instrumento traduzido adaptado seguindo seis etapas metodologicas traducao adaptacao transcultural obteve niveis satisfatorios cvc avaliacao geral comite experts criterios clareza 0 94 pertinencia 0 95 relevancia 0 95 itens alem disso etapa populacao alvo bem estudo piloto observou cvc geral adequado superando ponto corte aceitavel 0 80 relacao populacao alvo criterios avaliados clareza 0 95 adequacao categoria profissional 0 95 compreensao itens 0 95 estudo piloto indices correspondentes 0 96 0 96 0 97 respectivamente analise_fatorial exploratoria demostrou instrumento possui 2 fatores qualidades dificuldades relacionados teleconsulta niveis satisfatorios confiabilidade meio alfa cronbach instrumento geral 0 792 avaliacao percepcoes nutricionistas utilizacao instrumento validado maioria profissionais 63 3 enfrentaram dificuldades tecnicas qualidade geral teleconsulta avaliada alta 89 7 96 6 intencao usar teleconsulta futuro conclusao versao traduzida adaptada health optimum telemedicine acceptance questionnaire portugues brasil instrumento valido confiavel analisar satisfacao profissionais_saude quanto uso teleconsulta alem disso nutricionistas brasileiros satisfeitos teleconsulta apesar experenciarem dificuldades tecnicas,4929
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",introducao sabe cancer_mama considerado prevalente atualmente diagnosticado mulheres mundo diante impacto ocasionado cancer_mama feminino representar grande importancia ambito nacional mundial saude_publica estudos visam compreender sobrevivencia destas mulheres fatores relacionados destaca cuidado alimentacao fator contribuinte aumento sobrevida qualidade_vida objetivo geral realizar adaptacao cultural dois questionarios frequencia_alimentar qfas avaliam alimentacao global ingestao_alimentos ricos polifenois resultando unico qfa mulheres sobreviventes cancer_mama florianopolis santa catarina metodo estudo metodologico desenvolvido base procedimentos adaptacao transcultural psicometria sendo utilizadas neste estudo cinco etapas adaptacao sintese insercao comite especialistas pre teste submissao versao questionario adaptado autores instrumentos originais dois questionarios pre selecionados adaptacao novo instrumento sendo qfa elsa brasil semiquantitativo 76 itens_alimentares qfa polifenois quantitativo 52 itens primeira etapa adaptacao realizada dois especialistas area alimentacao saude naturais moradores cidade florianopolis possuiam conhecimentos linguisticos idioma portugues versoes traduzidas terminologia regional avaliadas equipe pesquisa realizou sintese insercao novos itens_alimentares questionario exclusao itens duplicados bem daqueles fazem parte culinaria regional validar conteudo qfa participou terceira etapa comite cinco especialistas possuiam producao cientifica tema pesquisa quais fizeram sugestoes adequacoes avaliaram instrumento quanto coerencia conteudo meio escala likert corresponde tipo escala resposta psicometrica usada habitualmente questionarios 1 extremamente dificil 2 dificil 3 moderado 4 facil 5 facil trinta duas mulheres finalizaram tratamento cancer_mama participaram etapa pre teste onde coletadas informacoes_sociodemograficas clinicas antropometricas aplicado qfa momento mulheres avaliaram identificacao itens ultima etapa consistiu submeter nova versao qfa bem relatorios todas etapas realizadas adaptacao autores originais dois questionarios resultados adaptacao avaliados 128 itens caracterizado soma itens dois qfas sendo sugerido adaptadores modificacoes 19 itens_alimentares questionarios originais versoes obtidas adaptacao apresentaram divergencias adaptadores sobre nomenclatura itens adaptacoes dois questionarios classificadas grau dificuldade facil 42 58 sendo grupos ovos carnes leites derivados massas outras preparacoes qfa elsa brasil maior nivel dificuldade classificada moderada etapa sintese insercao itens comite juizes indice concordancia frases mostrou satisfatorio acima 80 concordancia etapa compreensao qfa 96 15 amostra concordou itens identificaveis apos opre teste qfa inicial instrumento final resultou lista 104 itens formando sete grupos alimentares conclusao resultados estudo demonstraram qfa apresenta excelente validacao_conteudo pronto estudo piloto bem estudo validacao reprodutibilidade,4499
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",culinaria domestica tematica vem sendo investigada literatura_cientifica objeto intervencoes iniciativas promocao alimentacao_adequada saudavel observam diferentes conceitos abordagens metodologicas destaque construtos teoricos cooking skills food skills food agency respectivos instrumentos afericao neste estudo culinaria domestica abordada base conceito autonomia culinaria elaborado recentemente autoras brasileiras modelo conceitual autonomia culinaria estruturado base teoria ecologica sistemas expressa interdependencia ato cozinhar agente varios componentes estruturas sociais mobilizacao social politicas_publicas modo vida contemporaneo tendo vista centralidade culinaria domestica promocao praticas_alimentares saudaveis abordagem inovadora desse construto parece oportuno conhecer vem sendo praticada contexto atual especial mulheres dado pesquisas nacionais internacionais continuam apontando mulheres ainda quase exclusivamente responsaveis preparar refeicoes casa objetivo desenvolver instrumento aferir autonomia culinaria mulheres metodos referencial teorico metodologico desenvolvimento processual instrumento aferir construtos dimensionais serviu base realizacao estudo percurso metodologico estruturado duas vertentes primeira abarca revisao escopo realizada embasar avaliacao teoria subjacente instrumentos existentes aferir construtos relacionados culinaria domestica realizacao utilizado preferred reporting items systematic_reviews and meta analyses extension scoping reviews prisma scr checklist segunda vertente refere metodos adotados cumprir demais etapas desenvolvimento instrumento aferir construto autonomia culinaria previstas fase prototipica elaboracao mapa construto avaliacao conteudo itens especificacao semantica itens avaliacao aspectos operacionais realizacao jornadas pre teste resultados revisao escopo identificadas 23 publicacoes referentes instrumentos aferir construtos conveniencia food involvement food literacy cooking skills food skills food agency food competence normas pessoais motivacao healthy cooking dimensoes escalas preponderantes traduzem maior frequencia itens relacionados conhecimento planejamento preparo consumo refeicoes tecnicas preparo alimentos confianca cozinhar numero itens cada instrumento variou sete 61 escala likert opcao resposta adotada 17 composicao escore aspecto menos aprofundado autores principal modo aplicacao adotado instrumentos tipo autoaplicavel avaliacao confiabilidade realizada todos estudos meio avaliacao consistencia interna itens estabilidade teste reteste validade face validacao_conteudo referidas apenas sete artigos avaliacao validade construto referida 11 artigos maior parte instrumentos identificados apresenta interfaces componentes nivel agente modelo conceitual autonomia culinaria principal limitacao encontrada falta heterogeneidade amostras estudos validacao elaboracao prototipo instrumento autonomia culinaria realizadas etapas grupos_focais populacao alvo elaboracao mapa conceitual construto validacao_conteudo itens especialistas n=25 elaboracao primeira versao prototipo submetida jornada pre teste envolveu 10 entrevistas oficina especialista desenvolvimento instrumentos elaboracao segunda versao prototipo submetida duas jornadas pre teste totalizaram 20 entrevistas elaboracao versao final prototipo base contribuicoes especialistas pre testes elaborada versao final prototipo questionario produzido apresenta bloco 10 itens sobre caracterizacao sociodemografica instrumento autonomia culinaria composto bloco sobre conhecimentos habitos atitudes individuais 38 itens bloco sobre aspectos domicilio praticas moradores 26 itens sendo tres aplicaveis somente pessoas moram menos adulto crianca maior 10 anos conclusoes encontrado instrumento sobre culinaria domestica consagrado adaptado uso diferentes grupos populacionais instrumentos disponiveis quase totalidade privilegiam aferir conhecimentos habilidades comportamentos percepcoes nivel individual detrimento aspectos relacionais contextuais realizacao avaliacoes pertinentes fase prototipica desenvolvimento instrumento aferir autonomia culinaria mulheres sugere prototipo aqui apresentado promissor fim recomenda continuidade processo desenvolvimento iac meio estudos validade dimensional construto externa vez validado espera aplicacao desse instrumento construido base realidade brasileira contribua estudos busquem compreender complexidade pratica culinaria domestica cotidiano contemporaneo oferecendo elementos superacao limitacoes encontradas instrumentos relacionados construtos teoricos existentes,3490
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",objetivo desse estudo construir instrumento avaliar conhecimento responsaveis alimentacao domiciliar criancas 2 3 anos idade sobre conteudo guia alimentar criancas nesta faixa etaria populacao alvo responsaveis alimentacao domiciliar criancas radc institucionalizadas creches municipais rio janeiro trata estudo_transversal quali quantitativo realizado construcao quatro prototipos prototipo 1 constou banco 70 itens aplicado radc unidade basica saude analise inferencial falas cinco grupos_focais n=46 radc tecnicas refinamento itens sob perspectiva semantica luz taxa endosso permitiram criar prototipo 2 20 itens submetido avaliacao seis juizes especialistas capazes classificar itens dimensoes refina los possibilitando definir prototipo 3 17 itens realizado pre teste n=60 radc prototipo 3que possibilitou retirada tres itens acordo analise subjetiva postulados teoricos dietetica realizado pesquisadora originando prototipo 4 14 itens submetido analise_fatorial exploratoria utilizou criterio kmo confirmou possibilidade fatoracao matriz escores observados teste multivariado indicou distribuicao escores itens tendendo distribuicao normal estimador fator principal mostrou criterio kaiser guttman retencao dois fatores fator 1 = 3 7514 fator 2 = 1 3963 grafico scree plot apontou bidimensionalidade mostrou possibilidade fator dado inclinacao curva duas simulacoes 2 3 fatores utilizando estimador fator principal rotacao obliqua promax apresentaram correlacao fatores f1 f2=0 5764 modelo bidimensional f1 f2= 0 5764 f1 f3=0 0040 modelo tridimensional cargas fatoriais apresentaram parcimoniosas modelo bidimensional embora itens apresentando variancia erro acima 0 60 coeficiente alfa cronbach modelo bidimensional assumiu estimativa ponto 0 7724 ic 95 0 7327513  0 805745 dimensao 1 0 7798 ic 95 0 7098758  0 820341 dimensao 2 ainda trate estudo exploratorio escala dois fatores fator 1 oito itens fator 2 seis itens pode representar forma empirica conhecimento responsaveis alimentacao_saudavel criancas institucionalizadas 2 3 anos idade podendo ajudar pratica nutricional encorajar novos estudos replicacao,963
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",formato vcf variant call format criado subproduto projeto 1000 genomas formato generico representar polimorfismos geneticos dois anos desde desenvolvimento inicial formato ganhou popularidade formato escolha resultados sequenciamento nova geracao tendo pipeline basico fastq reads bam alignment to reference vcf genomic variants formato vcf caracteristicas colocam fruto evolucao modelagem representacao dados genomica avanco refere principalmente expressividade estendendo predicao diadica formalismos web semantica tal abordagem semelhante distributed annotation format ancorando anotacoes novos atributos posicoes genomicas modo reportar metadados necessaria apenas posicao tamanho complexidade desses arquivos aumentam medida genomica clinica evolui provavelmente levara problemas portabilidade interoperabilidade oriundos flexibilidade definicao instanciacao relacoes elementos aqui propoe resolucao desse problema identificando validando mapa isomorfico vcfs icone terceira geracao tecnologias web rdf resource description framework algumas ferramentas web desenvolvidas visualizar analisar vcfs mostra los navagedores genomicos entanto maior parte exige servidor possui dificuldades acesso codigo fonte onde sabe nenhum aplicativo faca conversao vcf rdf solucao aqui apresentada faz todo procedimento conversao modo pratico conveniente tendo codigo fonte disponivel https github ibl vcf versao online http ibl github io vcf diego html,1257
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",introducao relutancia comer novos alimentos caracterizada neofobia alimentar pode ser mecanismo inato ser humano forma protecao substancias estranhas hereditaria aprendida meio preferencias alimentares pais fase habito_alimentar neofobia alimentar comum criancas idade dois tres anos pode ser moldada comportamento_alimentar neofobico baseado principio rejeicao alimento tange caracteristicas_sensoriais medo consequencias comer determinado alimento recusa alimentar origem comida neofobia alimentar empecilho mudancas dieteticas abordagem problemas saude relacionados alimentacao contribuindo alimentacao restrita menor diversidade alimentos deficiencia nutrientes objetivo desenvolver instrumento avaliar neofobia alimentar criancas brasileiras metodologia trata estudo exploratorio corte transversal construcao validacao instrumento avaliacao neofobia alimentar criancas subdividido seguintes etapas i construcao instrumento feita partir leitura instrumentos disponiveis adicao perguntas criadas pesquisadoras perguntas traduzidas portugues brasil sofreram adaptacoes refletissem contexto cultural brasil ii experimento observacional criancas participante oficinas culinaria ver aplicabilidade instrumento iii validacao_conteudo avaliacao semantica instrumento meio metodo delphi convidados vinte cinco juizes selecionados base experiencia profissional academica previa tematica solicitado avaliassem instrumento neofobia alimentar expressassem opinioes cada item julgando conteudo clareza relevancia item iv analise consistencia interna reprodutibilidade apos validacao interna instrumento conduzida meio tecnica juizes conduzida analise consistencia interna reprodutibilidade amostra conveniencia recrutados internet pais criancas brasileiras diversos estados brasil solicitado ambos responsaveis crianca respondessem instrumento disponibilizado plataforma on line v analises estatisticas reprodutibilidade instrumento verificada meio teste reteste cuidador n = 22 respondeu duas vezes intervalo 24 horas comparando respostas dois cuidadores n = 44 mesmos filhos n= 22 analise consistencia interna avaliada calculo alpha cronbach considerada primeira tres medidas preenchimento obtidas cada crianca resultados instrumento portugues brasil avaliar neofobia alimentar infantil base percepcao cuidadores 25 itens aprovados juizes posteriormente divididos tres dominios neofobia geral neofobia frutas neofobia hortalicas diante resultados instrumento apresenta excelente consistencia interna >0 9 reprodutibilidade >0 9 respondido cuidador melhor conhece habitos_alimentares crianca alem disso dois cuidadores responderam instrumento encontrou boa reprodutibilidade >0 6 conclusao instrumento mostrou apto ser utilizado brasil confiavel possibilidade ser respondido qualquer responsaveis novos estudos necessarios completar validacao externa amostra_representativa publico alvo brasil mostrando perfil populacao ambito nacional,2958
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",utilizacao instrumentos fim avaliar qualidade_vida relacionada saude qvrs pacientes uso nutricao_enteral domiciliar ned importante investigar impactos positivos negativos associados terapia todavia prevalente usuarios ned incapazes julgar estado_saude bem estar especial pacientes neurologicos estagios avancados conhecendo perfil epidemiologico faz necessario instrumentos especificos avaliacao qualidade_vida possa ser preenchido cuidadores presente momento desconhecido literatura neste contexto estudo objetivo desenvolver instrumento especifico avaliacao qvrs usuarios ned ser preenchido cuidador tratou estudo metodologico associacao metodos qualitativos quantitativos dominios itens instrumento definido apos etapas iniciais revisao_literatura grupo focal entrevista semiestruturada conteudo validado comite nove especialistas metodo delphi utilizando indice validade conteudo taxa = 0 78 apos validacao_conteudo realizada avaliacao semantica subamostra cuidadores formais n=5 informais n=5 estudo piloto teoria resposta item teoria classica testes utilizadas reducao instrumento sendo analisados ajuste item funcionamento diferencial item dif ordenacao categorias politomicas funcao poder informacao associado confiabilidade consistencia interna alfa cronbach correlacao item total finalizadas etapas iniciais instrumento composto nove dominios 52 itens validado conteudo quatro rodadas delphi analise semantica boa compreensao necessidade alteracao estudo piloto realizadas 67 entrevistas cuidadores boa consistencia interna atingida =0 84 funcao informacao cada item coeficiente correlacao item total corrigido variaram 0 99 3 99 0 04 0 60 respectivamente indicando baixa adequacao alguns itens identificados tres itens variancia nula item dif total 16 itens tres dominios adequaram pontos corte funcao informacao teste porem prejudicaram consistencia interna logo mantidos concluido processo desenvolvimento instrumento conteudo considerado valido confiavel estando apto futuros estudos validacao,3419
47,"especialistas, instrumento, ivc, confiabilidade, validacao_conteudo",nome autor babiana torres souza titulo dissertacao aplicativo recordatorio_24_horas tablet gestao desenvolvimento avaliacao usabilidade validacao relativa metodo curso programa pos graduacao nutricao humana data defesa 29 07 2014 orientadora profª dra marina kiyomi ito resumo introducao atualmente novas tecnologias sendo utilizadas automatizacao inqueritos alimentares principais objetivos dessas inovacoes tecnologicas aumentar qualidade consistencia integralidade dados reduzir custos tempo codificacao dados tempo aplicacao instrumento objetivo gerir desenvolvimento aplicativo tablet recordatorio_24_horas r24 avaliar usabilidade aplicativo validar consumo 24 horas uso aplicativo metodos aplicativo r24 movel desenvolvido linguagem java compativel partir versao 3 0 sistema operacional android validacao relativa realizada 80 voluntarios responderam tres r24 formulario papel tres r24 aplicativo avaliacao usabilidade r24 movel realizada 19 nutricionistas responderam questionario system usability scale gerou escore usabilidade escore individual analise estatistica dados consistiu teste analise variancia multivariada manova coeficiente correlacao_spearman classificacao quartil estatistica kappa graficos bland altman resultados acordo teste manova diferenca medias nutrientes obtidos dois instrumentos p = 0 270 0 947 exceto acido graxo monoinsaturado p=0 045 coeficientes correlacao encontrados resultados aplicativo formulario papel variaram 0 140 0 511 p = 0 570 <0 000 classificacao quartis todos nutrientes calculados dois instrumentos apresentaram percentual maior 65 permanencia quartil adjacente valores estatistica kappa ficaram 0 340 0 670 graficos bland altman observou tendencia aplicativo superestimar subestimar dados consumo energia macronutrientes escore medio usabilidade r24 movel 55 9 + 17 4 principio usabilidade obteve maior escore individual satisfacao 2 50 + 1 15 obteve menor eficiencia 1 87 + 0 93 conclusao presente estudo desenvolveu primeira versao completa aplicativo r24 movel validou uso aplicacao calculo r24 usabilidade obteve avaliacao mediana utilizacao r24 movel considerado satisfatorio relevante porem necessitando melhorar eficiencia,841
48,"dm1, silico, s6ks, s6k2, ittp",introducao via sinalizacao mtor vem sendo relacionada varias doencas desordens metabolicas humanos incluindo obesidade diabetes varios tipos cancer neurodegeneracao proteinas s6ks mostrado importante papel sinalizacao mtor funcionando efetoras dessa via familia s6ks composta dois genes rps6kb1 rps6kb2 sendo primeiro codifica isoformas p85 p70 s6k1 enquanto segundo codifica isoformas denominadas p56 p54 s6k2 estudo investigou parceiras interacao isoformas p70 s6k1 p54 s6k2 celulas hek293 objetivo diferenciar proteinas acordo envolvimentos processos biologicos alem disso investigada detalhadamente interacao isoformas p70 s6k1 p54 s6k2 proteinas eif2 parp1 justificativa acreditava isoformas p70 s6k1 p54 s6k2 apresentavam funcoes biologicas redundantes vez possuem elevado grau similaridade si dessa forma poucos estudos objetivo identificar diferentes funcoes envolvimentos dessas isoformas processos biologicos entretanto descobrir diferentes funcoes dessas proteinas pode ter grande importancia estudos investigam novas estrategias desenvolver terapias certos tipos doencas cancer forma geral trabalho contribui melhor entendimento via mtor s6ks resultados primeiros dados obtidos desse estudo geraram artigo cientifico publicado revista proteomics 2016 anexo i observado espectrometria massas isoformas p70 s6k1 p54 s6k2 possuem diferentes proteinas interacao atuam diferentes processos biologicos indicando tais isoformas possuem funcoes biologicas distintas algumas parceiras interacao eif2 parp1 ppm1b fxr1 fmrp prmt5 wdr77 escolhidas relacoes isoformas p70 s6k1 p54 s6k2 estudadas forma detalhada alguns experimentos imunoprecipitacao realizados mostrando evidencias interacao p70 s6k1 p54 s6k2 proteina eif2 somente p54 s6k2 proteina parp1 situacao estresse celular eif2 fosforilada residuo serina 52 s52 acarretando inibicao sintese proteica global estimulo autofagia apoptose identificamos eif2 apresenta sitio fosforilacao predito s6ks rxrxxt s serina 58 s58 sendo 9 conservado variedade especies ensaios imunoprecipitacao revelaram eif2 fosforilada sitio rxxt s presenca insulina alem disso visto ativacao s6k1 s6k2 atraves insulina somente s6k2 atraves fgf2 diretamente relacionada reducao fosforilacao eif2 serina 52 outro lado inibidores farmacologicos mtor s6ks rapamicina pf4708671 respectivamente associados aumento niveis fosforilacao eif2 s52 realizada superexpressao p70 s6k1 p54 s6k2 constitutivamente ativas visto reducao fosforilacao eif2 s52 fim realizado ensaio mutacao sitio dirigida eif2 mimetizando fosforilacao residuo 58 eif2 resultado observamos fosforilacao constante residuo 58 acompanhado reducao fosforilacao residuo s52 conclusoes estudo mostrou diferentes isoformas s6ks possuem distintas proteinas interacao indicando tais isoformas possuem funcoes biologicas distintas celula resultados ainda sugerem s6ks podem fosforilar eif2 serina 58 devido proximidade sitios possa haver inibicao fosforilacao serina 52 regulando assim atividade eif2,1808
48,"dm1, silico, s6ks, s6k2, ittp",introducao fator inicio traducao eucariotos 5a eif5a envolvido iniciacao elongacao traducao apresenta relacao processos transcricao transito macromoleculas complexo poro nuclear decaimento mrnas proliferacao diferenciacao celular alem estar relacionado processos inflamatorios diabetes cancer malaria infeccoes virais tais hiv 1 ebov eif5a produzido celulas precursor inativo hipusinacao deste fator modificacao pos traducional essencial atividade viabilidade celular ensaios espectrometria massas revelaram proteina sh2d4a possivel parceiro interacao eif5a flag purificada partir extratos celulas adenocarcinoma colo utero humano hela nestes ensaios constatou peptideo derivado proteina sh2d4a poderia estar hipusinado fato intrigante pois desde descoberta hipusinacao eif5a decada 70 evidencias existencia qualquer outra proteina hipusinada proteina sh2d4a gene localizado cromossomo 8p proximo alguns genes associados supressao tumoral regiao encontra deletada pacientes hepatocarcinoma celular hcc apresentam boas respostas tratamentos sugerindo deplecao sh2d4a pode estar envolvida progressao tumor recentemente demonstrado sh2d4a interage inibe atividade fator transcricao stat3 controlado via sinalizacao interleucina_6 il_6 inibindo transcricao genes envolvidos proliferacao celular sobrevivencia desenvolvimento tumores entretanto apesar fortes evidencias relacionando sh2d4a desenvolvimeno tumores existem menos 15 estudos publicados envolvendo proteina justificativa atualmente conhecidas vias biossintese hipusina associadas processo modificacao pos traducional eif5a existencia outras proteinas hipusinadas deste modo indicios proteina sh2d4a pudesse apresentar residuo aminoacido hipusina visto envolvimento supressor tumoral fez proteina tornasse alvo principal deste estudo utilizando modelo celulas adenocarcinoma colo utero humano hela resultados analises in silico indicam regiao supostamente hipusinada conservada isoformas x1 predita isoforma b 10 alem ser conservada varias especies entretanto analises espectrometria massas imunoprecipitados proteina sh2d4a endogena capazes validar hipusinacao dessa proteina requerendo estudos futuros caracterizacao relacao validacao interacao fisica proteinas eif5a flag sh2d4a observado immunoblotting proteina sh2d4a endogena co imunoprecipitava controle gfp flag dar inicio estudo caracterizacao proteina iniciamos amplificacao posterior clonagem gene vetor plasmidial possivel identificar transcritos variantes 1 2 x1 x2 sh2d4a celulas hela seguido validacao sequenciamento amostras partir sequenciamento possivel observar cdna sh2d4a clonado apresentava algumas mutacoes dentre significativa observada codon iniciador proteina resultando utilizacao codon iniciacao alternativo producao proteina nessas celulas alem disso presenca uorf upstream open reading frame variante 1 sh2d4a fez celulas hela transfectadas expressassem conteudos proteicos distintos partir variantes transcricionais 1 2 mutacao sitio dirigida uorf variante 1 resultou aumento producao proteina relacao variante 1 selvagem conclusao resultados obtidos presente estudo contribuem caracterizacao gene proteina sh2d4a sugerem proteina possui caracteristicas importantes dentre quais mutacoes gene podem contribuir juntamente outros fatores desenvolvimento progressao tumores,1816
48,"dm1, silico, s6ks, s6k2, ittp",cancer considerado principal causa morte mundo maiores desafios saude_publica global cancer pulmao segunda principal causa morte cancer todo mundo fortemente relacionado diagnostico tardio baixa eficacia terapeutica cirurgia tratamento base pacientes estagio i ii cancer pulmao classificados nsclc impossibilidade resseccao cirurgica estrategias terapeuticas incluem quimioterapia base cisplatina imunoterapias pembrolizumabe avelumabe cisplatina farmacos antineoplasicos eficazes porem extremamente associado resistencia inata adquirida tratamento sabe algumas caracteristicas moleculares expressao aumentada diminuida proteinas associadas melhora piora progressao sensibilidade tratamento desfecho doenca neste trabalho usando primariamente analise proteomica identificamos alvos importantes vias sinalizacao alteradas celulas adenocarcinoma pulmao a549 resistentes cisplatina dentre alvos apresentaram expressao aumentada condicao resistente optamos caracterizar stat3 pcna apesar stat3 ser descrita fator correlacionado resistencia cisplatina pouco descreve respeito pcna relacao ambas proteinas via mtor importante resposta terapeutica cancer sabe via mtor constantemente aumentada diferentes tipos cancer fator impacta desfecho terapeutico doenca aqui mostramos atraves combinacao diferentes tecnicas knockout mediado crispr superexpressao ensaios funcionais perda funcao parcial pcna ablacao stat3 diminuiu sobrevivencia clonogenica sensibilizou celulas a549 cisplatina especificamente stat3 ablacao resultou diminuicao fenotipo mesenquimal observada potencial clonogenico analise expressao marcadores transicao epitelial mesenquimal ainda celulas knockout stat3 adquiriram superativacao via mtor induzida resistencia cisplatina responsivas inibicao mtor rapamicina demonstra combinacao rapamicina cisplatina ainda potente ausencia stat3 especificamente pcna perda funcional parcial sensibiliza cisplatina enquanto aumenta expressao yh2ax importante marcador reconhecimento danos dna alem disso superexpressao pcna aumenta fosforilacao stat3 aqui sugerimos pcna participa resistencia cisplatina tanto suscetibilidade dano dna via yh2ax relacao stat3 fim demonstramos capacidade resposta cisplatina pode ser dependente crosstalk stat3 pcna mtor alem inibicao sinergica stat3 mtor ser possivelmente abordagem potencial contra cancer pulmao,3972
48,"dm1, silico, s6ks, s6k2, ittp",termo diabesity sido usado descrever condicoes morbidas concomitantes obesidade resistencia_insulina ri sindrome_metabolica sm diabetes_mellitus_tipo_2 dmt2 aqui novo termo cunhado fim incluir resposta_inflamatoria sistemica condicoes diabesity doism diabetes obesidade inflamacao sindrome_metabolica vez estado intermediario homeostasia basal resposta_inflamatoria classica conhecida inflamacao pode ser responsavel varias condicoes hiperreativas observadas doencas_cronicas_transmissiveis dcnts afetam modernidade nesta dissertacao estudados in silico 1439 hum mil quatrocentos trinta nove genes humanos variantes polimorficas fim catalogar genes potencialmente associados cada quatro condicoes doism busca confluencia quaisquer duas tres morbidades alem total confluencia genes concomitantemente envolvidos etiologia combinada usados metodos ferramentas bioinformatica alem recursos epi nutrigenomica analise preditiva genes doism cuja execucao deu atraves tecnicas data mining envolveram caracteristicas sequencia genica estrutura funcionalidade produtos genicos dados clinicos fenotipicos genotipicos painel curado resultante 1439 genes doismassociados representa plataforma auxiliar determinacao fenotipos nutricionais complexos genes fractalquina fkn colecistoquinina cck visfatina nlrp2 p ex alguns membros preditos confluencia doism aqui catalogados subconjunto 217 duzentos dezessete genes humanos destarte usando abordagem semantica multiescalada comparacao dados clinicos geneticos epigeneticos relevantes associacoes genes candidatos morbidades podem ser identificadas intuito distinguir melhor fenotipos nutricionais complexos interesse torna particularmente valido discernimento futuras abordagens priorizacao genica tomados conjunto resultados obtidos apontam classificacao genica funcional capaz contribuir fenotipagem entidades doism confluencia,1028
48,"dm1, silico, s6ks, s6k2, ittp",proteinas s6 quinases s6ks principais efetores mtor mammalian target of rapamycin atuam reguladores chave sintese proteica crescimento celular s6ks superexpressas varios tumores humanos correlacionam pior prognostico cancer prostata devido atual urgencia identificar fatores envolvidos progressao cancer prostata investigadas possiveis funcoes distintas desempenhadas tres isoformas s6k p70 s6k1 p85 s6k1 p54 s6k2 cancer prostata bem potencial terapeutico individual knockdown superexpressao s6ks induzidos linhagem celular cancer prostata metastatico pc3 luc efeitos sobre viabilidade celular migracao resistencia quimioterapico docetaxel avaliados potencial oncogenico s6ks investigado in vivo avaliacao crescimento tumoral camundongos nude injetados celulas pc3 luc contendo knockdown superexpressao s6ks ademais eficacia novo inibidor sintetico p70 s6k1 pf 4708671 testada in vitro superexpressao s6ks aumentou viabilidade migracao resistencia docetaxel celulas pc3 luc formacao tumor camundongos nude apenas knockdown s6k2 promoveu aumento sensibilidade celulas pc3 luc docetaxel tratamento pf 4708671 eficaz reducao proliferacao migracao celulas pc3 exerceu efeito sobre linhagem cancer prostata metastatico du145 resultados demonstram s6k1 s6k2 desempenham papel importante progressao cancer prostata provem evidencias inibidor p70 s6k1 pf 4708671 pode ter potencial terapeutico tratamento cancer prostata metastatico,1617
48,"dm1, silico, s6ks, s6k2, ittp",luta judo caracterizada objetivos projetar oponente finaliza lo solo gera adaptacoes dinamicas meio oposicao combate ocorrem interacao diferentes tipos acoes manifestam intencao lutadores resolver situacoes combate dessa forma luta judo soma comportamentos individuais deve ser considerada sistema complexo gera imprevisibilidade desordem eventualidade gera organizacao elementos ligados si diferentes processos cumprir objetivos combate assim presente estudo objetivo compreender organizacao sistemica luta judo meio situacoes combate geradas partir comportamento acoes durante luta organizacao sistemica luta judo compreendida interacao acoes condicionadas situacoes combate intencao lutadores cada fase luta luta judo dividida fase aproximacao dominio desequilibrio projecao desenvolvimento solo finalizacao acoes analisadas relacionadas tipo acao condicionada intencao lutador localizacao estrutura temporal eficacia tipo acoes eficacia realizada analise notacional localizacao estrutura temporal feita analise cinematica ambas sistema dvideo,1611
