topic,FREX,DS_RESUMO,document
50,"vinhos, polifenois, vinho, gergelim, residuos",resumo influencia condicoes cultivo sobre qualidade estabilidade vinhos tropicais vale submedio francisco diante importancia compostos_fenolicos enologia cuja concentracao inter relacionada condicoes climaticas cultivo vinhos tropicais brasileiros elaborados partir uvas vitis vinifera l cultivadas sobre distintos porta enxertos duas safras consecutivas avaliados objetivo caracterizar composicao fenolica cromatica monitorar estabilidade durante 12 meses armazenamento garrafas identificar interferencia condicoes climaticas concentracao fenolica tecnicas espectrofotometricas cromatograficas utilizadas analises vinhos cultivares cabernet sauvignon marselan syrah tempranillo elaborados sob condicoes identicas microvinificacao armazenados adega climatizada 18º + 1ºc umidade relativa media 60 diferencas estatisticas detectadas vinhos quanto parametros avaliados syrah 1103 p apresentaram maior conteudo polifenois antocianinas taninos enquanto tempranillo iac 313 maior intensidade cor evidenciando influencia cultivares porta enxertos durante envelhecimento todos vinhos apresentaram decrescimo fenolicos entrementes porta enxerto 1103 p excecao antocianinas apresentaram maior estabilidade fenolica tonalidade cor quanto influencia condicoes climaticas dados obtidos final armazenamento demonstraram superioridade vinhos primeira safra 2010 quanto composicao fenolica vinhos provavelmente devido baixo indice pluviometrico melhor maturacao uvas periodo vindima verificou ainda inter relacao condicoes cultivo porta enxerto genetica cultivares especialmente safra segunda safra 2009 irregulares condicoes climaticas palavras chave vinhos tintos tropicais composicao fenolica estabilizacao safras condicoes climaticas,305
50,"vinhos, polifenois, vinho, gergelim, residuos",vinhos tropicais comerciais variedades cabernet sauvignon syrah elaborados distintas vinicolas vale submedio francisco comercializados duas faixas preco avaliadas quanto perfil fenolico atividade_antioxidante metodos espectrofotometricos cromatograficos validados dados submetidos analise variancia analise_componentes_principais correlacao_pearson obstante significativas diferencas inter intra cultivares osvinhos apresentaramelevados teores polifenois totais antocianinas elevada acao antioxidante aanalise componentes principais aplicada resultados doperfil fenolico vinhos propiciou diferenciacao cultivarese discriminacao cabernet sauvignon menor preco vinhos desta cultivar maior teor flavanois flavonois acidos fenolicos mostraram maior atividade_antioxidante ec50 = 2 17 3 18 independentemente origem preco vinhos cabernet sauvignon obtidas fortes negativas correlacoes teor fenolicos totais r2= 0 99 antocianinas totais r2= 0 89 atividade_antioxidante syrah maior correlacao negativa obtida acido galico r2= 0 97 entretanto pesquisas necessarias aprofundar real atividade_antioxidante polifenois presentes vinhos confirmar importancia daanalise individual integrantes perfil fenolico resultados evidenciam potencialdestas variedades cultivadas condicoes vale submedio francisco elaborar vinhos elevada acao antioxidante propriedadeassociadas efeitos beneficos saude humana,771
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",minerais nutrientes essenciais atuam diversas funcoes organismo literatura existe lacuna relativa estudo sobre teor destes nutrientes dietas hospitalares orais trabalho objetivou avaliar adequacao teores macrominerais ca k mg p microminerais cu fe mn zn presentes dietas hospitalares geral branda pastosa complementos alimentares s orais cao destinados pacientes hospitalizados relacao recomendacoes dieteticas referencias dris ainda contribuicao percentual cada refeicao oferta desses minerais relacao total diario ofertado dris teor minerais determinado duplicata amostras utilizando espectrometro emissao optico plasma acoplamento indutivo icpoes coletadas amostras desjejum colacao almoco lanches jantar ceia cao dois dias consecutivos terca quinta feira tres meses ano janeiro maio setembro procedimentos estatisticos executados atraves stata 11 0 incluiram testes shapiro_wilk tese bartlett anova seguido bonferroni kruskal wllis kwillis2 teste t stunt u mann_whitney significancia estatistica estabelecida p<0 05 resultados revelaram dentre dietas pastosa apresentou maiores teores elementos pesquisados notado variacao oferta minerais dietas relacao meses coleta sendo janeiro mes cardapios continham maiores teores minerais consequentemente apresentou cardapio teor nutrientes menor inadequacao 60 adequacao contra 40 inadequacao mes maio 50 setembro relacao recomendacoes nutricionais outro lado todas dietas apresentaram teor sodio superior ul todos meses estudo 200 acima ul dietas gerais branda todos meses coleta dieta pastosa variando 120 maio aproximadamente 300 acima ul janeiro almoco ofertou media 46 total ofertado jantar37 sendo refeicoes contribuiram teores excessivos detectados oferta cao essencial adequacao teores ca k mg cu mn zn alguns momentos estudo contribuicao percentual cada refeicao oferta macro micronutrientes teores adequados rda ai revelou almoco principal refeicao ofertando media 47 recomendacao seguido jantar contribuiu media 36 colacao ceia refeicao menos representativas veiculando media 2 6 conclui dietas orais ofertadas pacientes hospitalizados inadequadas relacao recomendacoes nutricionais todos minerais ofertados excecao p almoco jantar refeicoes chave oferta minerais conterem maior variedade grupos alimentares colacao ceia poderiam ser modificadas contendo alimentos ricos minerais assim contribuir adequacao dietas dris uso cao boa estrategica oferta minerais sendo inclusao permanente cardapios poderia ser medida relevante adequacao dietas recomendacoes nutricionais,410
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",terapia nutricional fenilcetonuria pku elemento chave tratamento alimentacao baixo teor fenilalanina phe deve ser mantida toda vida conhecimento sobre teor phe alimentos essencial prescricao dieta tabela conteudo fenilalanina alimentos construida agencia nacional vigilancia_sanitaria tcfa anvisa visa suprir carencia dados sobre teor phe alimentos tabelas brasileiras composicao alimentos objetivo deste estudo comparar criticamente teores proteinas phe vegetais in_natura disponiveis tcfa anvisa brasil oito tabelas composicao alimentos tcas estrangeiras forma avaliar aplicabilidade informacoes contidas nessas tabelas elaboracao dieta pacientes fenilcetonuricos testes estatisticos teste wilcoxon correlacao_spearman realizados analisar variabilidade teores proteinas phe vegetais 16 frutas 15 verduras 12 legumes 12 raizes bulbos tuberculos tcas evidenciadas diferencas estatisticamente_significativas p>0 05 resultados proteinas phe expressos tcfa anvisa brasil maior parte tcas estrangeiras excecao teores proteinas verduras tcfa anvisa brasil tabela fao aa p=0 031 b teores phe frutas tcfa anvisa brasil tabela dtu food dinamarca p=0 046 c teores phe verduras tcfa anvisa brasil tabelas fao aa p=0 031 fcnt alemanha p=0 008 constatou redor 30 vegetais tcfa anvisa brasil devem ser reanalisados devido elevada dispersao observada teores phe expressos tcas correlacao positiva observada teores phe proteinas vegetais maior parte tcas sugere ser possivel estimar conteudo phe partir conteudo proteico utilizando concentracoes 3 4 phe proteinas frutas n=15 incluidas neste estudo apresentaram teores medios phe inferiores 75mg 100g excecao abacate dezenove vegetais demais grupos apresentaram teores medios phe inferiores 75mg 100g parece ser dado importante vez resultados estudos clinicos sugerem vegetais podem ser classificados consumo livre fenilcetonuricos,842
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",objetivo observar rotina alimentar criancas crehes publicas municipio osasco identificar percentual obediencia almoco servido cardapio prescrito realizar avaliacao cardapios prescritos servidos criancas relacao recomendacoes dieteticas ingestao verificar percentual contribuicao refeicao almoco porcao necessidades nutricionais diarias lipideo sodio ferro criancas 1 3 anos idade metodos coleta dados amostras alimentos solidos refeicao almoco realizada 20 creches publicas mesma regiao osasco 10 municipais 10 conveniadas prefeitura municipio periodo semana cada creche totalizando 94 cardapios 94 amostras refeicoes almoco determinacao teores lipideo sodio ferro selecionadas 50 amostras almoco 25 cada modelo gestao avaliar obediencia alimentos prescritos analisados 94 cardapios seguinte classificacao alimentos prescritos obedecidos omitidos adicionados substituidos almocos servidos utilizados grupos alimentares preconizados sociedade brasileira pediatria porcentagem obediencia almocos prescritos servidos recomendacoes dieteticas avaliada segundo guia alimentar menores 2 anos idade ministerio_saude resultados rotina alimentar intervalo tempo minutos desjejum almoco significantemente menor creches municipais intervalos almoco lanche lanche jantar diferencas estatisticamente_significativas presenca fichas tecnicas preparacoes observada constatou nenhuma unidades possuia fichas tecnicas preparo obediencia prescricao acordo cada grupo alimentar demonstrou grupo maior obediencia grupo leguminosas grupos menor obediencia grupos verduras legumes frutas porcentagem obediencia recomendacoes dieteticas mostrou cardapios prescritos obedeceram recomendacoes 100 prescricoes grupos cereais paes tuberculos carnes ovos frutas cardapios servidos creches apenas grupos cereais paes tuberculos carnes ovos obedeceram 100 recomendacoes resultados centesimais teor lipideo sodio ferro amostras almoco analisados laboratorio apresentaram diferencas estatisticamente_significativas dois modelos gestao relacao percentual media valores medidos laboratorio prescrito porcao almoco mostram lipideo correspondeu menos 60 valor prescrito ambos modelos gestao teores sodio ferro superiores prescrito dois modelos gestao contribuicao percentual lipideo sodio ferro necessidades diarias porcao servida almoco mostrou lipideo atendeu menos 20 necessidades sodio atendeu quase 35 necessidades diarias ferro atendeu 23 creches municipais 27 conveniadas conclusao devido inexistencia protocolo oficial rotina alimentar definida cada creche resultou intervalos inadequados refeicao outra aconselhavel cada creche padronizasse horarios refeicoes respeitando intervalo 2 3 horas refeicoes cardapios prescritos segundo preconizado programa_nacional_alimentacao_escolar pnae inadequacoes observadas excesso sodio insuficiencia lipideo podem ser atribuidas ausencia instrumento padronizacao preparo refeicoes vez obediencia cardapios considerada boa implantacao fichas tecnicas preparo pode previnir cada merendeira utilize quantidade ingredientes julgar adequada pode resultar refeicao nutricionalmente desequilibrada,1857
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",contribuicao dieta pacientes insuficiencia renal cronica irc importante impacto quadro clinico contribuindo tanto minimizar acelerar progressao doenca objetivo trabalho avaliar adequacao teores minerais ca cu fe mg mn k p zn dietas renais orais hospitalares complemento alimentar oral cao ofertadas pacientes isoladamente associadas cao bem teores energia macronutrientes carboidratos proteinas lipideos relacao recomendacoes nutricionais amostras refeicoes desjejum colacao almoco lanche jantar ceia coletadas dois dias consecutivos semanas diferentes meses maio setembro 2010 janeiro 2011 conteudo minerais determinado duplicata icp oes enquanto lipideos hidrolise acida metodo kjeldahl utilizado determinacao proteinas carboidratos quantificados diferenca utilizou anova teste t student dados parametricos kruskal_wallis u mann_whitney dados parametricos valor p<0 05 fixado sendo significativo dietas renais apresentaram deficiencia minerais ca cu fe individuos ambos_sexos homens predominio deficit mg zn teores acima recomendacao mn p k encontrados ultimo extrapolando ul 2 3 g combinacao cao dieta insuficiente adequacao oferta ca zn entanto adequou teores mg cu fe tornando excessivo niveis mn p k densidade energetica media dietas baixa 0 7 kcal g teor medio lipidios totais 15 acido graxo linolenico 0 4 energia 23 4 kcal kg dia inferiores recomendacao entretanto niveis gorduras trans saturadas dietas adequados outro lado teor medio carboidratos 63 5 proteinas 1 0 g kg dia extrapolaram recomendacoes nutricionais dieta hospitalar oral elaborada pacientes irc considerada desbalanceada desfavoravel tratamento clinico destes pacientes apresentarem insuficiencia diversos minerais excecao k p mn alem apresentou teor considerado toxico combinacao cao dieta adequou teores mg cu fe sendo ineficiente adequacao ca zn tornando excessivo niveis p k mn quanto perfil macronutrientes energia dietas renais favoraveis instalacao desnutricao apresentarem baixa densidade energetica 0 7 kcal g deficit lipidios acido graxo linolenico alem disso podem dificultar retardo controle irc excesso proteinas dieta alem terem exibido alto conteudo carboidratos,1083
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",programa_nacional_alimentacao_escolar pnae considerado maiores programas alimentacao_escolar mundo programa atendimento universal rede publica educacao fundamental garantia seguranca_alimentar_nutricional alunos presente trabalho objetivo determinar qualidade nutricional alimentacao_escolar fornecida consumida creches publicas municipio colombo pr criancas 7 11 meses grupo 12 36 meses grupo b sorteadas quatro 38 creches existentes municipio meio amostragem estratificada conglomerados cada creche acompanhada 5 dias consecutivos quais coletadas amostras 6 refeicoes fornecidas dia totalizando 120 amostras material coletado analisado laboratorio determinar teores umidade cinzas proteinas lipidios fibras_alimentares sodio calcio ferro refeicoes carboidratos calculados diferenca valor energetico total obtido partir energia proveniente macronutrientes composicao_nutricional comparada parametros pnae ingestoes diarias recomendadas idrs faixas etarias teor sodio fornecido grupo b ainda comparado quatro parametros descrito seguir 1 valor maximo preconizado pnae alimentacao periodo integral 2 limite superior toleravel ingestao ul faixa etaria 3 atendimento maximo 70 ul faixa etaria 4 valor maximo preconizado pnae unica refeicao observou alimentacao_escolar fornecida criancas atendeu diretrizes pnae valor energetico carboidratos proteinas sodio calcio grupo proteinas sodio calcio grupo b alimentacao efetivamente consumida criancas atingiu 70 idrs grupo carboidratos proteinas calcio grupo b proteinas sodio quantidade diaria media sodio fornecida alimentacao_escolar 1 251mg dia correspondeu 83 4 ul grupo b ultrapassou maximo 70 ul quanto teor sodio refeicao 100 almocos 60 jantares ultrapassaram maximo previsto pnae unica refeicao conclui alimentacao_escolar atende parcialmente requisitos pnae idrs criancas sugere necessidade melhorias alimentacao servida apresenta quantidade elevada sodio pode caracterizar risco hipertensao_arterial infantil problema saude_publica,867
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",cancer caracterizado crescimento descontrolado rapido invasivo celulas alteracao material genetico paciente oncologico vulneravel desnutricao geralmente apresentando alteracao ingestao_alimentar lipidios grande relevancia nutricional devem ser consumidos quali quantitativamente forma atender requerimento organico estudo objetivou determinar teor lipidios totais lt acidos_graxos monoinsaturados agm omega 6 omega_3 acidos_graxos poliinsaturados agpi acidos_graxos_saturados ags acidos_graxos trans agt dietas hospitalares orais distintas consistencias servidas pacientes oncologicos hospitalizados comparando teores ofertados consumidos recomendacoes nutricionais coletadas amostras dietas geral branda pastosa hospital publico brasileiro durante seis dias consecutivos consumo_alimentar pacientes determinado mediante deducao peso sobras valor servido identificacao quantificacao lipidios realizada cromatografia gasosa teores lipidios comparados recomendacoes ingestao lipidios propostas food and agricultural organization world health organization fao who participaram estudo 122 pacientes maioria recebeu dieta geral 79 5 seguida dietas branda 15 6 pastosa 4 9 teores lipidios apresentaram diferenca significativa datas coleta tipos dieta teores oferecidos lt omega 6 agt dentro faixa recomendada maioria ocasioes oposto ocorrendo ags agpi omega_3 quanto consumo mulheres consumiram aceitaveis ags agt todos tipos dieta porem medias demais lipidios lt omega_3 agpi inferiores recomendado enquanto teor omega 6 dietas branda pastosa atendeu recomendacao caso homens consumo percentual energia proveniente omega_3 agpi abaixo recomendacoes todas dietas lt atingiu minimo 20 dietas branda pastosa medio agt consumido homens aceitavel todas dietas ags superior aceitavel pacientes sob dieta pastosa resultados fornecem subsidios melhoria composicao lipidica cardapios visando aporte adequado lt agpi especialmente omega_3 alem reducao teores ags,1580
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",cancer definido enfermidade multicausal cronica caracterizada crescimento descontrolado celulas sendo desnutricao fatores corroboram maior causa morbidade mortalidade pacientes oncologicos objetivo estudo determinar teor minerais ca fe p k mg mn zn cu consumidos pacientes oncologicos hospitalizados receberam dietas hospitalares geral branda pastosa indicacao complemento alimentar oral cao comparando recomendacao nutricional coletadas amostras desjejum colacao almoco lanche jantar ceia cao 2 dias consecutivos outono inverno verao proposito estudar minerais presentes nestas dietas consumo_alimentar pacientes caracterizado quantidade ingerida relacao total ofertado calculado respectiva sobra caso adequacao consumo relacao recomendacoes nutricionais ear ai ul determinada participaram deste estudo 163 pacientes sendo 60 sexo_masculino idade 57+ 15 anos maioria pacientes 77 recebeu dieta geral cao 75 consumo minerais percentual influenciado tipo dieta recebida baixa aceitacao alimentar notada todas dietas contribui inadequacao maioria nutrientes ca cu mg zn k refeicoes menos aceitas almoco jantar apesar terem sido refeicoes maior consumo cu mg mn zn pacientes receberam dieta pastosa maior consumo fe zn comparados receberam dieta geral branda inadequacao k notada todos pacientes estudo pacientes consumiram dieta geral apresentam maior tendencia adequacao consumo mg mn relacao demais dietas uso cao favoreceu adequacao ingestao_dietetica ca pode ser concluido baixa ingestao_alimentar pacientes cancer principal motivo inadequacao nutrientes analisados conhecimento deste perfil paciente primordial elaboracao metodos favorecam consumo adequado minerais,412
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",introducao carnes leites ovos derivados amplamente utilizados alimentacao populacao mundial outro lado cresce forma prospera numero pessoas adeptas alimentacao isenta alimentos origem_animal padrao_alimentar vegano mercado alimentos direcionado populacao contudo relacao aspecto nutricional estima haver diferenca produtos veganos respectivos equivalentes animais entao estudo realizado brasil acerca composicao_nutricional ingredientes empregados produtos veganos comercializados brasil comparados substitutos equivalentes objetivo analisar composicao_nutricional principais ingredientes analogos veganos carnes leite ovos derivados comercializados brasil metodos estudo conduzido duas etapas i revisao integrativa busca sistematica protocolo prisma acerca qualidade nutricional substitutos veganos carne bases dados pubmed embase scopus science direct web of science literatura cinzenta google scholar google patentes ii estudo_experimental visou mapear determinar composicao_nutricional analogos veganos carne_bovina suina caprina aves pescados bebidas vegetais iogurtes queijos maionese ovos estudo_experimental realizado tres etapas i levantamento amostras produtos veganos analogos carnes leite ovos derivados comercializados brasil ii coleta classificacao dados iii analise estatistica resultados resultados revisao integrativa incluidos 11 estudos verificou sebaixo valor energetico altas quantidades carboidratos fibras dieteticas produtos veganos comparados equivalentes origem_animal valores proteina variaram acordo categorias analisadas maior quantidade substitutos carne_bovina substitutos carne apresentaram valores gorduras totais saturadas similares versoes origem_animal soja ervilha trigo principais fontes proteicas empregadas substitutos carnes oleos vegetais fontes gordura metilcelulose gomas flavorizantes aditivos_alimentares empregados valores ferro zinco vitamina_b12 quantificados maioria estudos dado nutrientes declaracao opcional legislacoes paises produtores estudos estudo_experimental acerca substitutos carnes incluidas 125 amostras forma similar encontrado revisao principais ingredientes utilizados soja gluten proteina ervilha substitutos carne apresentaram valores similares energia kcal proteina comparados equivalentes origem_animal poucas diferencas relacao teor sodio substitutos veganos equivalentes origem_animal encontradas substitutos veganos carne apresentaram maior concentracao carboidratos fibras dieteticas equivalentes origem_animal minimas diferencas relacao teores gordura_total saturada diz respeito substitutos leite_derivados ovos 152 amostras analisadas encontradas diferencas relacao teores gorduras total saturada comparacao produtos origem_animal valores superiores carboidratos fibras dieteticas encontrados analogos veganos todas amostras comparacao produtos origem_animal versoes veganas bebidas vegetais queijos apresentaram menos proteina comparacao equivalentes origem_animal castanhas caju arroz coco soja principais ingredientes empregados versoes veganas leite_derivados enquanto emulsoes oleo amido proteinas vegetais predominantes substitutos ovos conclusao substitutos veganos carne apresentaram menores valores energeticos maiores valores carboidratos fibras dieteticas relacao equivalentes origem_animal poucas diferencas relacao teores proteicos gorduras totais saturadas encontrados forma geral substitutos carne apresentaram altas concentracoes sodio destacando necessidade elaboracao versoes menor teor sodio soja trigo ervilhas diferentes hidrocoloides ingredientes implementados laticinios veganos apresentaram menores teores proteina calcio equivalentes origem_animal arroz coco diferentes oleaginosas principais ingredientes nesta categoria produtos destaca fim carencia substitutos ovos in_natura necessidade avaliacao global produtos veganos disponiveis mercado,4297
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",alimentacao_adequada direito mundialmente reconhecido porem novas demandas vida moderna sempre oportunizam adocao alimentacao_saudavel habito_alimentar lar destacado ultimas decadas populacao baixa_renda refeicao almoco muitas vezes substituida lanches rapidos densamente energeticos pobres micronutrientes essenciais atento questao objetivo facilitar acesso populacao baixa_renda refeicoes baratas saudaveis governo federal implantou programa restaurantes populares objetivo presente trabalho avaliar consumo_alimentar almoco servido restaurantes populares brasil tanto realizado estudo_transversal exploratorio avaliou amostra_representativa 36 restaurantes populares distribuidos proporcionalmente cinco regioes brasil periodo marco dezembro 2010 amostra compos individuos idade igual superior 18 anos excluindo mulheres gravidas perfil clientela tracado partir coleta dados_socioeconomicos antropometricos cujas variaveis analisadas sexo idade escolaridade estado_civil renda gasto_energetico indice_massa_corporal avaliacao_consumo_alimentar almoco elaboradas fichas tecnicas preparacao todas preparacoes servidas restaurantes populares momento coleta dados utilizado metodo pesagem observacao direta refeicao durante tres dias consecutivos analise consumo contou avaliacao distribuicao macronutrientes ingestao_energia colesterol fibras acido graxo linolenico acido graxo linoleico ferro sodio consumo preparacoes gramas frutas_hortalicas alem densidade energetica refeicao analise estatistica processada software spss R 20 realizando analises descritivas testes parametricos correlacoes teste_tukey anova amostra final 1771 individuos maioria sexo_masculino 60 adultos 74 6 empregados 61 2 recebia menos salario_minimo per capita 70 7 prevalencia excesso_peso 53 8 nesta populacao consumo_energetico medio desta populacao almoco 880kcal ingestao media colesterol 100 77mg concentracao adequada fibras 14 76g 1000kcal energia proveniente gordura_saturada atendeu recomendacoes entretanto energia derivada acidos_graxos linolenico linoleico ficou aquem sugestoes consumo ingestao sodio mostrou elevada todas regioes apresentando percentual 41 acima nivel maximo tolerado ingestao dia inteiro consumo ferro apresentou adequacao superior 50 grupo mulheres acima 50 anos todos homens porem adequacao menor 5 mulheres idade fertil considerando recomendacao dia inteiro lembrando ingestao ferro sodio refere apenas refeicao almoco relacao avaliacao peso media refeicao consumida restaurantes populares 648 34g consumo arroz feijao perfazendo 50 composicao prato ingestao media prato proteico 117 88g sendo carne_bovina proteina apresentou maior media ingestao 127 85g consumo frutas_hortalicas mostrou abaixo recomendacao representando aproximadamente 30 meta diaria ingestao grande maioria refeicoes consumidas rps classificada baixa densidade energetica 78 1 media densidade energetica 1 34kcal g apresentando correlacao positiva quantidade gordura quase todas regioes modo geral restaurantes populares opcao refeicao baixo custo populacao necessita alimentar casa porem diante alta prevalencia excesso_peso desta populacao considerando ideia alimentacao_adequada torna necessario programa enfatize acoes visem alimentacao_saudavel sugere desenvolvimento programas educacao nutricional populacao reformulacao planejamento cardapio destas unidades destacando principalmente aumento oferta frutas_hortalicas melhora qualidade gorduras pratos proteicos servidos diminuicao concentracao sodio preparacoes,564
51,"micronutrientes, macronutrientes, sodio, carboidratos, inadequacao",objetivo avaliar qualidade nutricional atraves analise quimica almocos servidos criancas sete doze treze trinta seis meses idade creches publicas avaliar atendimento necessidades nutricionais avaliar qualitativamente almocos prescritos oferecidos criancas sete doze treze vinte quatro meses idade determinar percentual obediencia cardapios prescritos metodos sessenta amostras representativas cardapio anual coletadas avaliadas durante seis semanas consecutivas determinados macronutrientes energia ferro cloreto sodio segundo metodos padronizados antropometria determinacao hemoglobina realizadas 521 490 criancas respectivamente cardapios prescritos oferecidos avaliados segundo presenca grupos alimentos recomendados ministerio_saude utilizaram criterios propostos analise qualitativa preparacoes cardapio obediencia cardapios prescritos calculada assim omissoes adicoes substituicoes alimentos cardapios oferecidos resultados energia macronutrientes significativamente menores refeicoes destinadas criancas sete doze meses idade ferro sodio mostraram diferencas grupos quantidade energia lipidios carboidratos fornecidos refeicao menores recomendado menos 50 refeicoes proteinas fibra_alimentar sodio apresentaram quantidades maiores recomendacoes nutricionais ambas faixas etarias teor ferro menor recomendado 60 refeicoes faixa etaria sete doze meses prevalencia anemia atingiu 41 criancas novas razao chance 3 74 z escore 0 050 indicador peso idade significantemente menor grupo sete doze meses idade apenas quinze alimentos prescritos cardapio anual ainda assim refeicoes prescritas maior proporcao atendimento criterios assim oferecidas criancas treze vinte quatro meses idade maior frequencia alimentos cores iguais repeticao preparacoes ocorreram maior proporcao refeicoes servidas obediencia total cardapio prescrito nenhum trinta almocos servidos criancas sete doze meses sendo omissao obediencia frequente 64 101 158 particularmente arroz feijao carne_bovina beterraba cenoura tomate repolho carne suina almocos servidos criancas treze vinte quatro meses obediencia total 6 20 conclusoes refeicoes atenderam recomendacoes nutricionais energia lipidios carboidratos grande parte refeicoes oferecidas dois grupos etarios refeicoes faixa etaria sete doze meses apresentaram qualidade nutricional inferior possivelmente devido substituicoes sopas necessidade adequar consistencia monotonia cardapios devida tanto prescricao grupos alimentos obediencia cardapios podendo ter repercussoes negativas formacao habitos_alimentares iniciados alimentacao_complementar,186
52,"ean, pnae, educacao_alimentar_nutricional, profissionais, alimentacao_escolar",atencao_primaria_saude considerada porta entrada sistema_unico_saude caracteriza conjunto acoes saude abrangem promocao protecao prevencao agravos diagnostico tratamento reabilitacao manutencao saude ambito individual coletivo 2008 ministerio_saude objetivo ampliar abrangencia resolubilidade acoes atencao basica fortalecer insercao estrategia_saude_familia institucionalizou nucleos apoio saude_familia partir entao oferecido equipes saude_familia suporte tecnico pedagogico atendimento populacao meio insercao outras categorias profissionais incluindo nutricionista pesquisa buscou conhecer analisar atuacao nutricionista nucleos apoio saude_familia bem insercao acoes alimentacao nutricao nesse ambito atencao_saude motivacao deu desconhecimento fatos vez recente implantacao dessa estrategia brasil importancia insercao acoes alimentacao nutricao atencao_primaria_saude legitimada partir dispositivo matriciamento nucleos apoio saude_familia historico atuacao campo especifico nutricao atencao_primaria_saude restrito pontual assim realizado estudo_transversal abordagem multimetodo quali quantitativo inquerito online observacao participante analise_documental grupo focal entrevista semi estruturada individual elaboracao relato estudo casos participaram estudo fases diferentes somente nutricionistas quatro equipes nasf pesquisados proposta possivel 1 olhar pesquisador sobre objeto estudo 2 nutricionistas sobre propria acao sobre proprios processos trabalho sobre equipe inserido 3 equipe sobre processos trabalho insercao acoes alimentacao nutricao nesse contexto resultados equivalentes complementares positivos medida revelam preparacao engajamento profissionais extrapolando atuacao areas especificas cada formacao atencao abrangente voltada promocao_saude conforme recomenda proposta salienta neste contexto atuacao nutricionista compartilhamento acoes proposicoes enfoque interdisciplinar coletividade ficou evidente relevancia acoes alimentacao nutricao nucleos apoio saude_familia profissionais indica campo propicio continuo trabalho dificuldades desafios relatados referem essencialmente questoes estruturantes cujas respostas dependem gestao acoes publicas cita nesse conjunto ausencia carencia recursos desenvolverem trabalho falta formacao complementar saude coletiva trabalho problemas quantitativo recursos humanos alta rotatividade profissionais resultados trazem descricao organizacao atividades processo trabalho bem percepcao posicionamento destes profissionais sobre experiencia vivida assim espera contribuir acoes alimentacao nutricao facam parte efetivamente atencao_primaria_saude igualmente possa contribuir outros profissionais municipios visando adequada implantacao funcionamento nasf ordenadores rede atencao contribua melhor qualidade_vida populacao,559
52,"ean, pnae, educacao_alimentar_nutricional, profissionais, alimentacao_escolar",criacao sistema_unico_saude sus efetivacao politica saude brasil instituiu necessidade profundas mudancas tanto campo praticas saude campo formacao profissional estudos mostram ensino cursos graduacao area saude tecnicista centrado conteudos organizados forma dissociada enfoque modelo biomedico carater curativista hospitalocentrico tal condicao repercute desafios atuacao profissionais atencao_primaria_saude aps nutricionista estudo objetivou analisar processo formativo curso nutricao universidade estadual ceara uece perspectiva atuacao aps deriva pesquisa maior intitulada avaliacao formacao profissionais_saude nivel superior escolas_publicas fortaleza ce trata estudo_caso objeto formacao oferecida curso nutricao uece coleta dados ocorreu outubro 2014 junho 2015 meio entrevistas individuais semiestruturadas coordenador curso 22 nutricionistas egressos atuaram atuam aps ceara ingressantes curso partir 1999 2 periodo implantacao curriculo atual realizou durante semestre 2014 2 observacao direta aulas 16 disciplinas curso abordam conteudos relacionados aps observacao seguiu roteiro previo uso diario campo registro informacoes analise dados construiram oito temas cada vetor programa nacional reorientacao formacao profissional saude pro saude alicercados categorias empiricas discutidos luz diretrizes curriculares nacionais dcn proposicoes pro saude documentos oficiais orientam atuacao nutricionista contexto saude coletiva cadernos nucleo apoio saude_familia matriz acoes alimentacao nutricao atencao basica saude politica nacional alimentacao nutricao alem projeto pedagogico curso verificou curso prioriza determinantes biologicos enfatiza formacao areas alimentacao coletiva nutricao clinica timida producao investigacoes oportunidades iniciacao cientifica voltadas aps sus bem ausencia pos graduacao educacao permanente direcionadas necessidades profissionais atuam neste ambito apesar oferta vivencias praticas diversos cenarios 5 integracao ensino servico efetiva diversas disciplinas proporcionaram contribuicoes atuacao egressos aps embora cenario insuficientemente contextualizado aulas deficiente integracao ciclo basico ciclo profissional repercute desvalorizacao interface ciencias saude ciencias sociais humanas predomina metodo expositivo pratica docente uso pontual metodologias participativas reconhece empenho curso promocao mudancas consoantes recomendacoes dcn bem desafio formar nutricionistas aptos atuar aps visto notavel espaco ocupado influencias historicas formacao profissional,1589
